,ANN
RGB_phc_oc,0.688
RGB_phh_oc,0.698
RGB_ec_oc,0.675
RGB_caco3_oc,0.67
RGB_p_oc,0.641
RGB_n_oc,0.674
RGB_k_oc,0.675
RGB_stones_oc,0.683
