,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7072650845465283,0.6905345862910917,0.7028666672648667,0.7125119281230012,0.7086687289497262,0.697161569311275,0.6980013077345955,0.7044451410726853
I-0-1,0.6671607629699953,0.6747175592632193,0.7100690167510048,0.7172140541602532,0.7144919422191326,0.6722709938469023,0.6954155383629539,0.6922370276282866
I-0-2,0.716064898131916,0.7068493306540133,0.6420877749194814,0.7044301110815531,0.6785971491866525,0.6900882335120995,0.6937234272105732,0.688979811920803
I-0-3,0.7122280703602308,0.7077862147518428,0.6699235534175366,0.7098734296864552,0.7054748391595537,0.6992409689916739,0.7094519842510322,0.6284238704499964
I-0-4,0.6560680216839953,0.7124019367266166,0.7087494159404342,0.7019433077507142,0.6695291506948614,0.6978482991701068,0.6919868674956182,0.6950549144550395
I-0-5,0.7079140696565512,0.7061819321791196,0.6578359121176514,0.6263005767175243,0.7131326027051852,0.685878088690596,0.6679332152740396,0.7132197642131184
I-0-6,0.7162975232282209,0.7027070001630726,0.6573883986495035,0.6874707323275497,0.6878994251851438,0.6986660697628244,0.5713189943591943,0.7165513424803045
I-0-7,0.6336419175741361,0.6987243806673724,0.6753327896465298,0.7023239807228843,0.6412132229631904,0.6882534978732349,0.706512418913113,0.6922961687525488
I-0-8,0.7147737875449096,0.7027751867058875,0.6735982456032186,0.7033911073528973,0.7029509806349268,0.6999683016705609,0.5031914387232328,0.6361816250135593
I-0-9,0.715422577138035,0.6924194290293626,0.7009299112435765,0.6799951193056282,0.70528714431626,0.6447830493730619,0.6746947524140398,0.6946996094454766
