,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7087914649430449,0.6400381654360716,0.6127983166300702,0.7121491052327805,0.5778428757858344,0.6877835037297502,0.7058380149510155,0.695229027626035
I-0-1,0.7124776484700581,0.6807854449579334,0.7015886058348064,0.65167080991153,0.7102383668655576,0.7051041396902955,0.6892430321304495,0.6978229723562968
I-0-2,0.6868774753084348,0.653601795430314,0.6656268934926368,0.7169782965492653,0.7074992378082731,0.6987498214181317,0.7140503248491752,0.7161309613935802
I-0-3,0.7112968185030172,0.701785101416885,0.7090058122274128,0.7198377552246469,0.7043012237949837,0.703332947939795,0.6953567597535737,0.7191843193996028
I-0-4,0.7089468865454969,0.6898324833758828,0.6947835436760684,0.7151313927976166,0.6921112276181987,0.66280509413931,0.7177560633907532,0.7105418252328981
I-0-5,0.7027238014769625,0.6532929021251828,0.6785961337365838,0.6834205917740975,0.705233843516047,0.6783613350021589,0.6976160349879736,0.7176897748055263
I-0-6,0.7080083670400664,0.6808038615605008,0.6541655312129431,0.6918721009741889,0.6946286240506027,0.6800347211677988,0.7166408386025375,0.6927870062704222
I-0-7,0.7009707495285595,0.6804828878582679,0.7005804259927617,0.7047503568231914,0.6741427355657708,0.7041180735223487,0.6988055723791458,0.7117399109391069
I-0-8,0.6918441949942904,0.716306762744037,0.6571097491907967,0.7092289086417175,0.7142902543686483,0.6009957101891208,0.6695593667218815,0.5456814124224605
I-0-9,0.7116623564131436,0.6285553998368798,0.6921448812447588,0.6734419369197572,0.7134435221201274,0.6842065466117315,0.7023219849185882,0.7112894280985568
