,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6577432937229875,0.6997411557529418,0.7147225571306802,0.6872611915168938,0.5957453846803655,0.6922614723966896,0.5359978203487674,0.4128440263936973
I-0-1,0.5979300984625018,0.6226304680696655,0.7087603002653943,0.6174695301900484,0.7031761609305611,0.6545742540421642,0.639936602488892,0.6564129601971347
I-0-2,0.651981703514918,0.6939959552032047,0.603395343318547,0.7036339923524737,0.6752577139250274,0.6850355149549618,0.7033292750370967,0.6623526669085812
I-0-3,0.6865551482708215,0.7019350876941883,0.6939245910762606,0.684971979843571,0.7059416633284779,0.6755184765863118,0.6467179617345685,0.6492980694543927
I-0-4,0.688460897922434,0.6700328753471425,0.68274266292752,0.6579721306045359,0.7030210170577544,0.7088585299517811,0.6741738240565711,0.5281454615988206
I-0-5,0.6500173381692148,0.6698288541819379,0.6247914647307524,0.6976728362740847,0.700018081349976,0.6379611245383439,0.6945423784494265,0.5681017388021818
I-0-6,0.6467031760465833,0.6878395966931237,0.6739402574810631,0.6975885816202284,0.71273598152266,0.5419558547843228,0.7132906404822505,0.6502136727372815
I-0-7,0.690906697485219,0.688109197728836,0.7186196942624042,0.6785008983298779,0.6447335723672887,0.7026043179092591,0.5553721890652419,0.6521522337524095
I-0-8,0.6603913649021109,0.6751822384148187,0.6960742698404987,0.665966030015962,0.7025137603756619,0.6847243362195312,0.6616743945449084,0.6528304300735246
I-0-9,0.6977456930665445,0.6885225304170668,0.7117911518763622,0.5907065370851527,0.7056459392047891,0.5496488574027286,0.6790042448693361,0.6520958081729639
