,ANN
RGB_phc_oc,0.691
RGB_phh_oc,0.688
RGB_ec_oc,0.698
RGB_caco3_oc,0.664
RGB_p_oc,0.686
RGB_n_oc,0.669
RGB_k_oc,0.7
RGB_stones_oc,0.636
