,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7082497383292543,0.6881965537824515,0.7103696990372359,0.7157741056874671,0.7086649774270991,0.6583419576742242,0.7077809448769952,0.6985173784479585
I-0-1,0.6839386861690152,0.6519825816324758,0.708854242835921,0.7071331059149747,0.7022928947834968,0.6570441254186642,0.6954014117874115,0.5952323831118964
I-0-2,0.7100178226574303,0.7069661528419491,0.7102350152971588,0.6657063997623711,0.6970219530372013,0.6867839389519792,0.6058481893384589,0.7052769231084062
I-0-3,0.7148474467965771,0.7143818762132983,0.6860091240188004,0.7124887078118283,0.7079362992291967,0.6561535716677463,0.7138030259121675,0.6698467792527697
I-0-4,0.7033944762342524,0.7065846136885235,0.6707792005998763,0.7080714274534097,0.719350118000504,0.5312285463143318,0.7038724171852029,0.6954117249233382
I-0-5,0.7075488376067429,0.6828732442103114,0.6851737026921876,0.7027220877592272,0.6989399584424805,0.6378296523836937,0.7134469718477237,0.7018868009838577
I-0-6,0.6804040212035327,0.6880041932846495,0.6939261267132399,0.6593522364438847,0.7153629072447547,0.695771948497612,0.7132717805724851,0.6232180586561121
I-0-7,0.6824699975582721,0.6715535754370752,0.7120416796971989,0.6786580594584952,0.6483053574967892,0.6623448541878681,0.681745699670056,0.7180179088868519
I-0-8,0.6772486089975108,0.7061212964137524,0.7141888892992949,0.6774575856373555,0.6968082784920329,0.6764816022822027,0.6701627070237082,0.7037885570390202
I-0-9,0.7042190902865384,0.683994370834617,0.6935265589104117,0.6435369546863599,0.6632260720604672,0.6437168220925269,0.7127964985898141,0.6529964672913645
