,ANN
RGB_phc_oc,0.693
RGB_phh_oc,0.685
RGB_ec_oc,0.689
RGB_caco3_oc,0.69
RGB_p_oc,0.674
RGB_n_oc,0.692
RGB_k_oc,0.701
RGB_stones_oc,0.696
