,ANN
RGB_phc_oc,0.697
RGB_phh_oc,0.69
RGB_ec_oc,0.699
RGB_caco3_oc,0.687
RGB_p_oc,0.696
RGB_n_oc,0.651
RGB_k_oc,0.692
RGB_stones_oc,0.676
