,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.7137312584623654,0.6439496259406634,0.6921255745875767,0.7014318902609896,0.7112902100661979,0.6869444514830361,0.6800961684848511,0.7136324224723438
I-0-1,0.7087802353481318,0.7079823340237144,0.694738104928531,0.7018833673232215,0.6979538882203155,0.6826608927047342,0.6864922057819776,0.6733761963887261
I-0-2,0.6353393421654117,0.7235693843153391,0.640594550067286,0.7158262380134391,0.6752263384695427,0.6432746746243294,0.7093119690367433,0.6921561182903425
I-0-3,0.7056423257969724,0.6890993537807932,0.6756564115994528,0.7009440140625787,0.7009050606632274,0.6869901771571538,0.7086593873620601,0.6760229043632335
I-0-4,0.7103336317044968,0.6975262984544068,0.6881226346706202,0.667844777986988,0.6178725264198773,0.6850133476182407,0.6919954522762866,0.7043320251993469
I-0-5,0.7032217434490486,0.6958147801922334,0.7063006426912415,0.7006533260278185,0.6866931633275516,0.6816989676422351,0.5870935422820001,0.6852366800209058
I-0-6,0.6500083836960411,0.7196294993922902,0.7123315404234698,0.6180293883516268,0.7040165506713012,0.6883168200471054,0.7199751634641292,0.6191240636762189
I-0-7,0.7030789577399958,0.6722463467133122,0.6964725267415575,0.6644029148487922,0.7124707919416975,0.7114781657878027,0.6378066992838582,0.7137236776578102
I-0-8,0.7013124358224689,0.7047445859774311,0.6566400703533977,0.7047044039260668,0.6751663549030597,0.6303981386447413,0.7020118399471431,0.7058405204454772
I-0-9,0.6587479411267596,0.673529336320972,0.4301531722920171,0.6619066937401635,0.6843574005917391,0.5727997665372797,0.662291419041375,0.6757162130973355
