,RUN
I-0-0,0.7578303095267542
I-0-1,0.7147538765748145
I-0-2,0.725856907729757
I-0-3,0.6840942816198898
I-0-4,0.6745507566972263
I-0-5,0.6513350878330193
I-0-6,0.683537982661147
I-0-7,0.6668859950979781
I-0-8,0.6062599510636228
I-0-9,0.6184280018963944
