,RUN
I-0-0,0.6849118982540361
I-0-1,0.6506027013438642
I-0-2,0.6282397656745708
I-0-3,0.5570854652688015
I-0-4,0.5639060492197596
I-0-5,0.5859892475094269
I-0-6,0.6743918767409646
I-0-7,0.6260578704189463
I-0-8,0.6006413119869055
I-0-9,0.5813758443955379
