,RUN
I-0-0,0.6885823891291691
I-0-1,0.6474595266403215
I-0-2,0.6373537062535275
I-0-3,0.5740082498640742
I-0-4,0.5874573194397392
I-0-5,0.5380620420475546
I-0-6,0.6786356785352983
I-0-7,0.6134140160170596
I-0-8,0.5666081999394783
I-0-9,0.5888881884306225
