,RUN
I-0-0,0.7579819638452361
I-0-1,0.7087148608374567
I-0-2,0.7261291924390747
I-0-3,0.6586793181494233
I-0-4,0.6258016739314735
I-0-5,0.6810355562498552
I-0-6,0.7043996210744998
I-0-7,0.6803114666296224
I-0-8,0.6667597758455922
I-0-9,0.6728743472695128
