,RGB_oc
I-0-0,0.6884374513484002
I-0-1,0.6877528363220189
I-0-2,0.6858448112201181
I-0-3,0.696385547483505
I-0-4,0.6986932923839728
I-0-5,0.6975021596839247
I-0-6,0.6956404315102439
I-0-7,0.6933107087906647
I-0-8,0.6987433000428267
I-0-9,0.6768282471251683
