,ANN
RGB_phc_oc,0.696
RGB_phh_oc,0.691
RGB_ec_oc,0.682
RGB_caco3_oc,0.696
RGB_p_oc,0.701
RGB_n_oc,0.682
RGB_k_oc,0.711
RGB_stones_oc,0.69
