,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6894668861192124,0.701396117205372,0.698731323483123,0.7168594131009374,0.7101968969326806,0.670488991320206,0.6876738708324124,0.6606207028505287
I-0-1,0.7155135025430635,0.7089277289244427,0.6759396609477784,0.6963281117803546,0.6615331472184554,0.6938090348829278,0.7000283947720196,0.6208153343608948
I-0-2,0.7109576744088659,0.6842857204685047,0.6881531160127985,0.6070170700659258,0.6815196912223019,0.7000088699337291,0.6975639925609985,0.6893019355298589
I-0-3,0.6972979724081088,0.6918819588104506,0.6921598440902461,0.7137238972836208,0.7079565096899317,0.6850606430815875,0.7012573296496354,0.7134480977746629
I-0-4,0.6229791644306888,0.6832900168154495,0.7133849866758282,0.7227852515134521,0.6930686892028824,0.6585795061553132,0.6676486690662977,0.6603693837645673
I-0-5,0.6593006666594208,0.6927943464662634,0.7042751650059969,0.6994249218198069,0.6658229658399306,0.6901720221915122,0.6940777197159735,0.6680647553640418
I-0-6,0.6750859900304622,0.6983417309317335,0.6782209149429463,0.6779215646029364,0.6488256016956687,0.6503370750119275,0.7142847628658908,0.6573916037659027
I-0-7,0.6850084697837087,0.6657570833989723,0.6450710674435469,0.7209036994544674,0.7128074678661772,-0.18389668678091797,0.7202459311660534,0.7079597052162849
I-0-8,0.7110676137970753,0.6722221554047053,0.7137212577955716,0.7168364856506854,0.7136471435462983,0.6750839636385121,0.7147659676300879,0.6535610181161795
I-0-9,0.7083512140295478,0.6982033905796345,0.683591868161304,0.6984997836809066,0.6967698019976669,0.6842459107053926,0.6298741710894827,0.6984322052842806
