,ANN
RGB_phc_oc,0.697
RGB_phh_oc,0.703
RGB_ec_oc,0.702
RGB_caco3_oc,0.692
RGB_p_oc,0.681
RGB_n_oc,0.702
RGB_k_oc,0.701
RGB_stones_oc,0.679
