,ANN
RGB_phc_oc,0.672
RGB_phh_oc,0.68
RGB_ec_oc,0.695
RGB_caco3_oc,0.684
RGB_p_oc,0.705
RGB_n_oc,0.679
RGB_k_oc,0.692
RGB_stones_oc,0.678
