,ANN
RGB_phc_oc,0.684
RGB_phh_oc,0.701
RGB_ec_oc,0.687
RGB_caco3_oc,0.665
RGB_p_oc,0.679
RGB_n_oc,0.657
RGB_k_oc,0.699
RGB_stones_oc,0.684
