,ANN
RGB_phc_oc,0.667
RGB_phh_oc,0.676
RGB_ec_oc,0.698
RGB_caco3_oc,0.687
RGB_p_oc,0.683
RGB_n_oc,0.677
RGB_k_oc,0.687
RGB_stones_oc,0.681
