,RUN
I-0-0,0.6837093560799692
I-0-1,0.6303758628836873
I-0-2,0.5880409845746903
I-0-3,0.5347989115355191
I-0-4,0.5940001340567708
I-0-5,0.5839488601678761
I-0-6,0.6772181218245794
I-0-7,0.6105441058222456
I-0-8,0.6530650969359293
I-0-9,0.557791770393504
