,RUN
I-0-0,0.7151363646052884
I-0-1,0.6961150634149259
I-0-2,0.6917117844719166
I-0-3,0.6068460909671703
I-0-4,0.648536059224813
I-0-5,0.6703690175343708
I-0-6,0.6773379378983448
I-0-7,0.6332770464476973
I-0-8,0.6148110113778735
I-0-9,0.6602582456212058
