,RUN
I-0-0,0.6656610515303232
I-0-1,0.6374793925312716
I-0-2,0.5747590973352799
I-0-3,0.5177929865700184
I-0-4,0.5971857657544992
I-0-5,0.5849486098169627
I-0-6,0.6603550041585259
I-0-7,0.550843814968595
I-0-8,0.5872061556291062
I-0-9,0.5983806786053949
