,RUN
I-0-0,0.6891850770362636
I-0-1,0.635076871298767
I-0-2,0.5688700159517797
I-0-3,0.5349309860601901
I-0-4,0.5537447998347087
I-0-5,0.5898596970285215
I-0-6,0.668774260240053
I-0-7,0.6101912407576694
I-0-8,0.6549477716809448
I-0-9,0.6132656005550758
