,RUN
I-0-0,0.7400481933298453
I-0-1,0.721877239449704
I-0-2,0.7169941146474691
I-0-3,0.6145058765631448
I-0-4,0.6821073273579767
I-0-5,0.6337352560341725
I-0-6,0.6808058120690937
I-0-7,0.6743694387146202
I-0-8,0.6560988160973005
I-0-9,0.6372894062707459
