,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6548100887476163,0.6840999732545751,0.0,0.0,0.0,0.0,0.0,0.0
I-0-1,0.6983891414103822,0.7144520622548486,0.0,0.0,0.0,0.0,0.0,0.0
I-0-2,0.6880215993270873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-3,0.7090266613261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-4,0.6362823506891456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-5,0.6928982705318605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-6,0.6830672541718014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-7,0.6467421476834738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-8,0.7111589329615898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-0-9,0.7049684226818911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
