,RGB_oc
I-0-0,0.5071926295826577
I-0-1,0.4873017577123868
I-0-2,0.5118731097922342
I-0-3,0.5095079424720812
I-0-4,0.5106049336482673
I-0-5,0.5018065829343534
I-0-6,0.5107426874428327
I-0-7,0.515515055080937
I-0-8,0.5128270194104476
I-0-9,0.5042772993287976
