,RGB_oc
I-0-0,0.6442951687375433
I-0-1,0.6629847270433631
I-0-2,0.6535534417110211
I-0-3,0.645950023818019
I-0-4,0.655570046766596
I-0-5,0.6385496146758844
I-0-6,0.6462137932881942
I-0-7,0.6486631528771771
I-0-8,0.6352247902858303
I-0-9,0.6460712614342513
