,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.686446287462297,0.6870909526926026,0.677663250586169,0.6661656690071872,0.6787459836991977,0.6787175332316193,0.6860804214468208,0.6866941303399368
I-0-1,0.6879867815667285,0.6829167439897985,0.6742625823351536,0.6861705505253133,0.6828145004249891,0.6800973032759963,0.686941299094195,0.6852832065550698
I-0-2,0.6779068508142332,0.6866843782068883,0.682997295253196,0.6831121560590621,0.6687345436134359,0.6835181639090253,0.6766475993092245,0.6845143395426098
I-0-3,0.6839269068193957,0.6779073318892939,0.6894361043196606,0.6868591920049616,0.6774232339753474,0.68470222119198,0.6705210667401909,0.6783936240995134
I-0-4,0.6769137285047133,0.6785705389736161,0.6852440589312108,0.6872132753440579,0.6832545379147574,0.6841405825727911,0.6759982796300635,0.6699865380820742
I-0-5,0.6700017956579116,0.6634499130466545,0.685085704546297,0.6767654769075175,0.6810903161822619,0.681610313316813,0.6806589744269972,0.6865845282214686
I-0-6,0.6850308053081595,0.6780653470045849,0.6749467241967351,0.658313997994326,0.6625364237911882,0.6810544109194748,0.6777170010040686,0.6855596313945767
I-0-7,0.6427937986028136,0.6591858212397865,0.6871769897872497,0.6783029760140198,0.6821853527652377,0.683850437290991,0.6808838678262181,0.675898812579809
I-0-8,0.6683602372089019,0.6643423613039994,0.683029320605657,0.6802929475888302,0.6775953071341512,0.6867007191716294,0.6840615943186613,0.6780810085546067
I-0-9,0.6855946374510701,0.6883622328325982,0.6803295372322709,0.6552263336887537,0.6795907983851839,0.6829409973170648,0.6798612142532892,0.6489006527785255
