,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6393684484016271,0.643733567472517,0.6556377556719235,0.651243734327587,0.645365389472903,0.6378421260785179,0.0,0.0
I-0-1,0.6314919305209821,0.6503992846269833,0.6444098199779706,0.6531124576835652,0.6406816550651199,0.6298493422148519,0.0,0.0
I-0-2,0.6410303646363892,0.6494732566775648,0.6376151266746417,0.6435785332163033,0.650261969664617,0.6491969921805353,0.0,0.0
I-0-3,0.644834401533503,0.6313395935503845,0.6508839432854017,0.6462900076097924,0.6464270215171071,0.0,0.0,0.0
I-0-4,0.6470854584551154,0.6453593121073091,0.6455570449665085,0.6580237086390015,0.6449653887718578,0.0,0.0,0.0
I-0-5,0.6334893597719422,0.6413354546324875,0.6493465763993473,0.6491784721551868,0.6432731420575489,0.0,0.0,0.0
I-0-6,0.6520311945126656,0.6485208195945167,0.6452661918650048,0.6328787710415484,0.6374005042461659,0.0,0.0,0.0
I-0-7,0.6364435422959147,0.6371819549842264,0.6450714651308886,0.6452186591795592,0.6383176385967018,0.0,0.0,0.0
I-0-8,0.6469392470482107,0.6399497371775635,0.6507444484362608,0.644441434714669,0.6420417779297619,0.0,0.0,0.0
I-0-9,0.6240860004524516,0.6599534472605346,0.6418747214875735,0.6439788829269417,0.6349918568195431,0.0,0.0,0.0
