,RGB_oc
I-0-0,0.6518049799261063
I-0-1,0.6607495398805313
I-0-2,0.6573008816075556
I-0-3,0.6532861617083682
I-0-4,0.6614417796185565
I-0-5,0.662701434594456
I-0-6,0.6589146897453955
I-0-7,0.6564180423549538
I-0-8,0.6633985574382079
I-0-9,0.6612134372329319
