,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6784458396722758,0.6842285798569607,0.6822175823621397,0.6831929016799718,0.6772888470417735,0.6767463497590305,0.6883635558342258,0.6831337766575227
I-0-1,0.6821398608627738,0.6854123774106452,0.6789545684673208,0.6707196433505548,0.6865005075085302,0.6708848590650518,0.6882138800926715,0.6852874054177103
I-0-2,0.6746878782197123,0.6853123503235937,0.6847036768154648,0.6772481783700903,0.6865887360296923,0.6823642588980038,0.678090347115244,0.6813212803454909
I-0-3,0.6829229221874793,0.6831069221278169,0.677809325432547,0.6789667237456435,0.6743498548903275,0.6522349456440313,0.6763352078803732,0.6882778713195417
I-0-4,0.6770536275527612,0.6797667603182619,0.6572338892248064,0.6851335374332583,0.6838924223744351,0.6860919528563989,0.6806370391921752,0.6741224955490239
I-0-5,0.6808383816109368,0.6855775543316516,0.6836109629436404,0.6791498203545538,0.6836443013175475,0.6794366879859965,0.6572927484230205,0.6857215681719439
I-0-6,0.6868288726259242,0.6633644796950577,0.6862074552909385,0.6717543607923449,0.6810218983387537,0.6778952048169518,0.6787273390233066,0.673838677254182
I-0-7,0.6824888466550317,0.6675590479149004,0.685258248548531,0.6856958085138928,0.6883928352749711,0.6848578348979351,0.6828157726044055,0.6729124475019306
I-0-8,0.6878363417744575,0.6771781693914878,0.6831345183269768,0.6880664572244272,0.679791123120824,0.6773663918551606,0.6123553669980519,0.6817423029608315
I-0-9,0.6829024179179566,0.6883491072334272,0.6721220416568676,0.6799600468202229,0.6821165869544743,0.68581874131303,0.6755912002023966,0.68717908216512
