,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6868811405079428,0.687647148377664,0.6769281258557962,0.6746626144372467,0.0,0.0,0.0,0.0
I-0-1,0.6846127571271344,0.6706612984341842,0.6840658442426344,0.6815341410164679,0.0,0.0,0.0,0.0
I-0-2,0.6822012649905341,0.6777303134729669,0.6869157299680813,0.6627850784983953,0.0,0.0,0.0,0.0
I-0-3,0.6797262131066338,0.6832301080434395,0.6833599517884115,0.6780629004901668,0.0,0.0,0.0,0.0
I-0-4,0.6794269459133366,0.685303186351707,0.6746744608373114,0.6837392903093271,0.0,0.0,0.0,0.0
I-0-5,0.6456385324363276,0.6759185733902061,0.6849741418059854,0.6826873142286213,0.0,0.0,0.0,0.0
I-0-6,0.6769074134531179,0.6775066855287066,0.6754997705048319,0.0,0.0,0.0,0.0,0.0
I-0-7,0.6783767573465528,0.6810619379773664,0.6836189316453976,0.0,0.0,0.0,0.0,0.0
I-0-8,0.6244033896147724,0.6807413316123125,0.658514461110083,0.0,0.0,0.0,0.0,0.0
I-0-9,0.6508788217115823,0.6795745360166159,0.6771338276543819,0.0,0.0,0.0,0.0,0.0
