,ANN
RGB_phc_oc,0.659
RGB_phh_oc,0.657
RGB_ec_oc,0.646
RGB_caco3_oc,0.641
RGB_p_oc,0.644
RGB_n_oc,0.645
RGB_k_oc,0.65
RGB_stones_oc,0.66
