,RGB_oc
I-0-0,0.6018838535138848
I-0-1,0.6021518894266742
I-0-2,0.5999610971829703
I-0-3,0.6137792186355946
I-0-4,0.6101591774298087
I-0-5,0.5957615103922902
I-0-6,0.6089024330653009
I-0-7,0.6138121429292678
I-0-8,0.6027538918482003
I-0-9,0.608619282276616
