,ANN
RGB_phc_oc,0.652
RGB_phh_oc,0.662
RGB_ec_oc,0.654
RGB_caco3_oc,0.657
RGB_p_oc,0.666
RGB_n_oc,0.652
RGB_k_oc,0.65
RGB_stones_oc,0.654
