,ANN
RGB_phc_oc,0.678
RGB_phh_oc,0.677
RGB_ec_oc,0.665
RGB_caco3_oc,0.677
RGB_p_oc,0.68
RGB_n_oc,0.679
RGB_k_oc,0.676
RGB_stones_oc,0.678
