,ANN
RGB_phc_oc,0.669
RGB_phh_oc,0.68
RGB_ec_oc,0.679
RGB_caco3_oc,0.679
RGB_p_oc,0.675
RGB_n_oc,0.68
RGB_k_oc,0.671
RGB_stones_oc,0.673
