,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6494453448001386,0.6451040014827737,0.6465260500670895,0.6488595564748847,0.6489018239059932,0.6489133303216459,0.6449560502304623,0.6498739279906007
I-0-1,0.6473963639667675,0.6465416993182982,0.6467500566572619,0.6388053462597053,0.6497519263252785,0.6381421858190941,0.6378348154465794,0.6363851479913105
I-0-2,0.6355736283124698,0.6378894052936921,0.6454107395746826,0.6333500633216291,0.6490157461398964,0.6498938835420746,0.6458218796954094,0.6457137259790275
I-0-3,0.643009569540928,0.6342188031166178,0.6470966571137053,0.6509331771253298,0.6365780673825205,0.6389242816821757,0.6475935749211053,0.6356390310538398
I-0-4,0.6390812631811958,0.6412507152902955,0.6371500848958446,0.6501356011055728,0.6486775486668416,0.6388343775868358,0.6477090789780313,0.63304619919694
I-0-5,0.6352832983035936,0.6383139852633827,0.6499056683209303,0.636605179685162,0.641904931841796,0.6302068458188803,0.6577520616380783,0.6514436578814043
I-0-6,0.6410125418189849,0.6388250685174792,0.6452225572460443,0.6471495537391712,0.6456065139275244,0.650626582308711,0.6492781887908383,0.6468030257507144
I-0-7,0.64840060042618,0.6478696626008194,0.6239597569207873,0.6435573812601704,0.645612366873571,0.6481643677243325,0.6476615746703192,0.6470479301356946
I-0-8,0.6471045019788584,0.6496586157891658,0.6415744140697401,0.6398452958571686,0.6491112851636838,0.6469588637622063,0.6427035408006347,0.6506181965977846
I-0-9,0.642351234971495,0.6476621849734583,0.6481645633738404,0.652370547612134,0.6468314730662852,0.6483537224769863,0.6400226035724337,0.6395016346478624
