,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6445558233178048,0.6485489885317357,0.6396952455908305,0.6372218201782753,0.6485556344608501,0.6379402138619301,0.6478806369105015,0.6390703490815711
I-0-1,0.6500882411620978,0.6528773954682806,0.6501504267134933,0.6497946954339864,0.6450105864166638,0.6402182619466676,0.6592441109760641,0.6424000925161647
I-0-2,0.6400118953568905,0.6391669242390976,0.6364038897824411,0.6423498216057479,0.6501336222034918,0.6474871616519503,0.6335699439158966,0.640914446809165
I-0-3,0.6411122886729379,0.6629132517924978,0.6457156935523511,0.6302302201761585,0.6481649671747648,0.6456639816681428,0.6486069563770216,0.64822478925903
I-0-4,0.6440982021954222,0.6410582328312984,0.6430770533709654,0.6395430848157498,0.6487286498675456,0.6379294068425061,0.6350742631364985,0.6405217563356009
I-0-5,0.6469161141693046,0.6589632974034667,0.6439302893784871,0.6394393019415487,0.6469111619828294,0.6483315463466625,0.6486657716509002,0.6458693795606862
I-0-6,0.6495820240854173,0.647497474455603,0.6375200492861446,0.6385449614130597,0.6292839370507894,0.6479775854904524,0.6463367665673694,0.6479397119311456
I-0-7,0.6471744284139349,0.6483544166391253,0.643210793472573,0.6328190866694274,0.651732105129649,0.6446875923599799,0.6351694590174395,0.6287393117670748
I-0-8,0.6481305749356385,0.6484128366472215,0.6248039242076591,0.6499042448292666,0.6435139607353975,0.6421332364214812,0.6406245666290241,0.637673733027855
I-0-9,0.6489860750688371,0.6410522503236783,0.6489584340348584,0.6433059478364692,0.6395193241026877,0.6420032623089245,0.6505145686042646,0.656745683483279
