,RGB_phc_oc,RGB_phh_oc,RGB_ec_oc,RGB_caco3_oc,RGB_p_oc,RGB_n_oc,RGB_k_oc,RGB_stones_oc
I-0-0,0.6361352723813043,0.649344898739111,0.6311907902698846,0.6395334482486154,0.6374027126409054,0.6465984086848908,0.6422538772171625,0.645566218921869
I-0-1,0.6473998331391824,0.631653809352744,0.6484448687180696,0.6515523743856744,0.6603229386157312,0.6480041648652297,0.6438660597288319,0.6367818278812379
I-0-2,0.6451983077081589,0.6468182366732351,0.6388484103135785,0.6395359531810019,0.6522379649032686,0.6507217303577715,0.6462250458814925,0.6449194041270063
I-0-3,0.6346371623529345,0.6457627434275657,0.648765307951418,0.637450553974426,0.6352880332517779,0.6439156850630103,0.6494468805929678,0.6538198622468877
I-0-4,0.6514658992872326,0.6399062305129282,0.6344568383864755,0.6515439880853311,0.645055224595532,0.6455893902388461,0.6397669097550571,0.6249517179383102
I-0-5,0.6523934226708735,0.6467662520323949,0.6464996396772749,0.6579511574646674,0.6331852851418955,0.6410745975485197,0.6275680486227926,0.6402809875802518
I-0-6,0.6478999226232238,0.6390884165723314,0.6467748806216838,0.6482096926167323,0.6381369460277222,0.6399551337649625,0.6432667029360231,0.641426094897938
I-0-7,0.6403763509797092,0.6409320642397576,0.63980823710196,0.6351275242424154,0.6510329338711724,0.6347755159895633,0.6289988492833098,0.6507140855539895
I-0-8,0.6395701054772678,0.6375879341479722,0.649640489247487,0.6485730450804192,0.6378298582401967,0.6510286012372962,0.6396633660591021,0.6407860984738587
I-0-9,0.638658418027706,0.6389891626494606,0.6467788738146166,0.6343342967803249,0.6491425736889336,0.6578482952462561,0.6475227020403089,0.6486469477701274
