665,560,490,n,oc
0.662425,0.83846,0.993684,3.8,48.5
0.506805,0.611042,0.722442,0.2,3.3
0.676762,0.837627,0.929624,1.5,17
0.527982,0.652738,0.776235,0.5,9.5
0.650801,0.782149,0.896637,0.8,10.3
0.409979,0.522991,0.650156,1.6,16.8
0.632468,0.808633,0.97006,1.6,26.8
0.646496,0.773153,0.864762,0.6,5.1
0.59711,0.748083,0.898041,1.8,22.2
0.625265,0.750772,0.871184,1.6,12.8
0.509048,0.678067,0.872617,1.9,15.6
0.483889,0.584929,0.738556,1.3,10.4
0.561734,0.687783,0.812783,1.1,10.4
0.698378,0.872931,1.032754,2.2,39
0.866608,1.028128,1.117704,1.9,64.4
0.554372,0.718601,0.894089,1.6,14.7
0.568141,0.730692,0.896652,1.3,12
0.532783,0.676747,0.849354,2,17.1
0.551281,0.740423,0.922176,1.8,16.3
0.550453,0.71244,0.873925,1.2,8.4
0.481279,0.602455,0.796327,1,6.2
0.540747,0.723491,0.904252,2.5,24.6
0.496262,0.696082,0.884938,1.8,17.6
0.458197,0.671396,0.865922,1.4,10.1
0.730711,0.896879,1.042833,1,7.8
0.476113,0.644135,0.82328,1.7,12.3
0.614816,0.775072,0.925906,2.8,35
0.562457,0.756931,0.933336,1.6,15.6
0.485552,0.708165,0.913564,1.5,18
0.417421,0.559643,0.732391,2,17.9
0.526816,0.687128,0.862477,0.9,5.9
0.445674,0.638072,0.825681,1.8,17.6
0.547019,0.746615,0.953436,1.1,8.8
0.481353,0.626086,0.793615,2.6,25.4
0.562971,0.749236,0.947142,0.9,7.7
0.640694,0.771911,0.917723,0.8,6.5
0.659119,0.892724,1.062818,1.5,13.8
0.470388,0.611702,0.777451,1.1,6.9
0.651842,0.86815,1.039869,1.5,13
0.637447,0.82914,1.005755,1.1,11.6
0.618083,0.873054,1.052421,1.1,10.3
0.3902,0.52949,0.677049,1.5,9.2
0.563803,0.756678,0.925342,0.9,9.2
0.538562,0.659253,0.786618,2.4,21.6
0.560068,0.689562,0.822898,1.8,15.5
0.483965,0.664101,0.846616,1.1,12.8
0.555227,0.720008,0.867082,0.8,8.3
0.515025,0.612519,0.779293,1.3,7
0.499666,0.72147,0.916806,0.8,5.3
0.482073,0.674754,0.86953,1.2,9.1
0.481921,0.624462,0.807092,1.1,7.9
0.445756,0.552707,0.725533,1.2,8.3
0.517439,0.657115,0.820019,2,19.2
0.470051,0.634216,0.806124,1.8,16.9
0.533829,0.693346,0.864368,3.3,39.9
0.610464,0.736778,0.885472,1.1,9.3
0.525377,0.702656,0.889755,0.7,6.6
0.490317,0.626013,0.753579,0.8,7.4
0.647491,0.921775,1.090499,1.2,12.3
0.557526,0.760862,0.991644,0.7,6.8
0.596195,0.774925,0.967435,0.9,7.9
0.726429,0.848389,0.999255,1.1,9.7
0.641254,0.785884,0.920817,1.1,10.1
0.771952,1.098576,1.262119,0.9,7
0.539232,0.882051,1.11042,1,6.4
0.49789,0.638798,0.767825,0.9,8.1
0.566208,0.703784,0.836714,2.1,17.6
0.676326,0.807036,0.923273,2.5,23.2
0.583887,0.70735,0.826133,0.8,13
0.668828,0.841397,0.992047,2,19
0.621473,0.832538,1.022562,1.1,10.7
0.662961,0.826966,0.987037,1.5,13.7
0.53052,0.651385,0.768033,1.2,11.4
0.483569,0.602822,0.699722,1,11.3
0.495803,0.616966,0.735242,0.7,9.1
0.576189,0.722891,0.907478,2.5,28
0.629648,0.776442,0.919873,1.2,11.8
0.669244,0.969044,1.153596,1.2,9.3
0.685866,0.838285,1.012101,1.4,12.2
0.609044,0.852219,1.060086,0.9,8.6
0.477082,0.599487,0.713341,0.6,4.6
0.57123,0.684662,0.770829,1.5,17.7
0.435837,0.564649,0.679413,1,10.1
0.491733,0.613357,0.736967,1.2,13.2
0.507456,0.656369,0.811647,1.5,13.4
0.634308,0.764596,0.888896,1.8,16.2
0.627482,0.785844,0.986529,1.6,14.6
0.630832,0.777325,0.960016,2.1,22.6
0.55917,0.746994,0.933622,1.2,10.6
0.466621,0.599615,0.74411,1.2,10.9
0.516301,0.640402,0.80963,0.9,9.5
0.865466,1.104084,1.232538,2.3,20.8
0.552864,0.681559,0.778108,0.9,7.5
0.497072,0.641028,0.788012,1,13.4
0.451493,0.575921,0.707449,2.5,25.5
0.518044,0.680422,0.840259,2,20.2
0.545034,0.692022,0.865941,1,9.7
0.611823,0.733585,0.840873,1,9.3
0.605888,0.761421,0.90049,1.7,16.7
0.495114,0.683907,0.865938,1.2,12.7
0.598172,0.706939,0.828694,2.2,26.1
0.64038,0.715325,0.841744,0.9,8.2
0.455627,0.61323,0.781017,1.1,9.7
0.584944,0.726658,0.890944,1.7,16.5
0.718117,0.852122,0.973165,1.6,16.2
0.481078,0.677219,0.868686,0.5,4.6
0.611859,0.758598,0.938797,2.1,21.5
0.554695,0.685833,0.847073,1.1,8.4
0.547141,0.737214,0.925712,1.7,20.9
0.772179,0.94118,1.087867,1.4,11.9
0.482874,0.696137,0.901936,1.1,10.4
0.46638,0.62472,0.810581,2.1,22.4
0.552853,0.702193,0.867954,2,19.1
0.556328,0.761028,0.939332,1.8,18.9
0.552987,0.764067,0.947732,1.1,10.6
0.476496,0.597895,0.726187,1.1,10.5
0.499086,0.677324,0.850826,1.1,10
0.466897,0.62322,0.801897,1.7,14.2
0.539356,0.721514,0.916696,1.6,12.2
0.493364,0.665009,0.862222,1.5,13
0.673204,0.812055,0.949755,4.9,63.3
0.764634,0.864984,0.977636,4,40.2
0.577731,0.716842,0.851647,2.3,21.6
0.583682,0.709992,0.856309,1.5,14.6
0.57733,0.751005,0.959401,1.5,12.5
0.658121,0.841536,0.99449,2.4,28.1
0.724066,0.883368,1.021605,2.4,28.1
0.52592,0.662935,0.821446,2.3,21.1
0.62617,0.754821,0.870618,3.1,29.1
0.577894,0.737292,0.878433,2.4,31.1
0.497751,0.676588,0.85905,1.4,16.5
0.577654,0.73008,0.912029,1.5,14.4
0.543277,0.6786,0.806013,2,26.4
0.571788,0.749863,0.900012,4.1,59.7
0.507981,0.620402,0.723513,2.9,30.1
0.52909,0.656118,0.792162,1,10.7
0.623291,0.784273,0.971549,0.9,6.9
0.437068,0.586503,0.760894,0.7,5.4
0.699809,0.84583,0.97287,3.7,40
0.531424,0.646788,0.835926,0.8,6.6
0.590037,0.776936,0.940379,2,21.3
0.590517,0.736706,0.906676,1.5,12
0.478778,0.663889,0.854774,1,9.9
0.485386,0.632157,0.816097,2.3,48.6
0.779624,0.897458,0.994475,4.1,71
0.699528,0.822125,0.916311,1.6,29
0.60973,0.739329,0.860841,1,13.7
0.356079,0.449309,0.537705,0.6,4.9
0.649958,0.789472,0.890828,1.5,27.9
0.64113,0.757378,0.878615,3.9,51.4
0.416798,0.50848,0.633315,0.6,4.2
0.501346,0.601403,0.774956,0.8,6.4
0.50723,0.656008,0.82676,1.2,7.4
0.429616,0.545913,0.680841,0.9,8.9
0.502708,0.619625,0.807567,0.9,5
0.437304,0.539344,0.734395,0.8,5
0.824732,0.995088,1.092813,5.3,58.1
0.607905,0.718111,0.844375,1.8,13.6
0.465669,0.564744,0.752429,0.9,5.8
0.732867,0.863568,0.964532,1.8,20.9
0.478293,0.586999,0.702233,1.2,13.4
0.531425,0.656829,0.781287,1.6,18.6
0.496283,0.619615,0.757405,0.6,6.8
0.417642,0.564316,0.767157,1.2,10.2
0.661937,0.881098,1.070755,1.9,31.7
0.442546,0.565146,0.704599,0.6,5.7
0.516976,0.662438,0.812822,0.7,5.9
0.518984,0.656708,0.795251,1.1,10.7
0.486523,0.605019,0.734097,0.7,5.4
0.520435,0.691982,0.870476,3.4,29
0.414783,0.569453,0.74557,0.8,6
0.565199,0.663821,0.822514,1.1,6.7
0.564521,0.67096,0.809422,1.9,19.1
0.694421,0.830118,0.954069,1.9,31.3
0.529161,0.673525,0.845227,1.8,16.7
0.534281,0.669636,0.835174,1.7,14.9
0.475648,0.633715,0.820343,0.9,8.2
0.560305,0.70041,0.841402,1.3,10.8
0.652043,0.780028,0.905349,4.1,43.2
0.767236,0.953871,1.087119,2.6,38
0.687366,0.80153,0.942679,6.9,67.2
0.567207,0.742802,0.95937,0.7,5.3
0.466411,0.613503,0.811157,0.6,4.2
0.549158,0.694077,0.847407,4.6,40.1
0.563156,0.696007,0.899684,1.6,14.1
0.496946,0.643572,0.813142,0.9,6.7
0.489151,0.617807,0.752424,0.7,5.1
0.622203,0.761613,0.923612,1.8,12.8
0.568514,0.709415,0.823816,1.7,18
0.624886,0.799772,0.966903,3.9,50.9
0.543935,0.666534,0.77159,1.5,15.1
0.511345,0.689466,0.86882,2.2,27.6
0.437224,0.583915,0.766823,1.4,9.2
0.668815,0.834156,1.010557,2.4,53.2
0.606167,0.829617,1.018848,2.2,48.2
0.801776,1.012643,1.168837,5.9,86.3
0.639728,0.777,0.880984,2.4,48.9
0.553632,0.681669,0.84724,1.1,9.6
0.619134,0.782629,0.970514,2,27.7
0.449319,0.610393,0.795738,0.8,5.4
0.665881,0.793141,0.895425,1.8,43.6
0.544043,0.674359,0.839363,1.9,17.4
0.622644,0.723112,0.8951,1.5,14.5
0.654685,1.020183,1.180599,1,21.8
0.481197,0.631042,0.804506,1.4,9
0.550092,0.700408,0.858835,1,27.3
0.601139,0.726825,0.867162,1.1,22.5
0.479815,0.598592,0.785081,0.7,10.2
0.506382,0.654175,0.783291,1.7,12.4
0.510191,0.610653,0.775363,2.1,21.7
0.473956,0.626159,0.834434,1.1,12.5
0.736959,0.872722,0.964156,1.1,23.7
0.926081,1.040994,1.133051,2.7,71.9
0.624777,0.789602,0.953211,1.6,23.9
0.598017,0.810086,0.984585,1.9,30.7
0.638058,0.799867,0.945713,1.8,20.3
0.652493,0.847818,1.030683,1.1,11.6
0.746949,0.920893,1.048436,3.2,40.6
0.474833,0.588164,0.742481,1.1,9.7
0.696817,0.856944,0.998673,0.9,11.2
0.530833,0.647785,0.821101,1.3,10
0.420277,0.560193,0.747822,0.3,3.5
0.642241,0.820035,1.030789,1.1,14.2
0.556876,0.722018,0.884885,0.4,3.4
0.652395,0.778999,0.930959,1.9,18.7
0.486883,0.635064,0.813276,1.1,15.3
0.44379,0.599611,0.749818,0.6,14.4
0.541332,0.625672,0.768275,1.1,8.2
0.626876,0.816306,0.968134,2.1,25.2
0.60503,0.734805,0.851476,0.6,5.7
0.64008,0.761054,0.855006,1.4,17.6
0.669285,0.817983,0.919318,2.1,56.7
0.600248,0.722416,0.852643,1.2,17.8
0.61873,0.743948,0.856462,0.6,5.5
0.515297,0.607435,0.739597,0.8,7.9
0.399194,0.542036,0.707198,0.4,5.5
0.819229,0.954221,1.055812,0.7,7.6
0.59011,0.701385,0.790061,0.2,2.9
0.526953,0.634816,0.726212,0.2,2.9
0.543057,0.638737,0.713736,0.3,4.3
0.530343,0.655015,0.773418,1.1,10.2
0.684798,0.978313,1.190923,3.9,50
0.535074,0.722492,0.884243,2,15.4
0.452808,0.671473,0.869596,1.8,3.9
0.572045,0.831946,1.041033,1.7,14.4
0.442896,0.560842,0.658726,0.5,13.3
0.577841,0.725942,0.847664,2,24.3
0.590141,0.765507,0.939667,1.7,18.9
0.511524,0.729152,0.931981,2,33.6
0.536943,0.669263,0.826899,3.1,27.9
0.675648,0.828674,0.961665,0.9,9.2
0.576398,0.744971,0.918149,0.4,4.7
0.533072,0.728806,0.942979,2.3,27.4
0.615695,0.817417,0.987081,1.7,20.4
0.627121,0.745005,0.82254,0.6,7.1
0.55607,0.738282,0.906849,1.9,24.6
0.560401,0.749264,0.931501,1.6,20.8
0.612721,0.754944,0.890582,2,22.2
0.387523,0.472876,0.633441,0.4,3.2
0.411204,0.526072,0.686813,0.8,6.5
0.598381,0.747777,0.862045,1.2,19.1
0.505749,0.639535,0.770351,0.8,8.1
0.642848,0.777322,0.888097,2.4,28.4
0.441891,0.561972,0.713209,0.7,5.2
0.620319,0.7679,0.92629,1.2,16.4
0.604619,0.749995,0.879355,5,44
0.786992,0.907704,0.995979,2,35.9
0.577142,0.720835,0.861084,1.8,17.2
0.556184,0.720743,0.914721,0.6,5.1
0.594924,0.707404,0.847677,0.6,6.8
0.51229,0.677916,0.87025,1.8,11.4
0.46973,0.586583,0.694046,0.8,10.5
0.628748,0.767183,0.882192,1.8,18.8
0.553417,0.710527,0.857,1.3,13.2
0.498682,0.682449,0.890793,1,10.2
0.471171,0.622886,0.777304,0.6,5.1
0.532645,0.663784,0.800358,1,13.6
0.509377,0.637918,0.758991,0.8,7.1
0.638985,0.738283,0.92355,1.5,11.9
0.446033,0.604768,0.797642,1.2,10.7
0.714185,0.867951,1.010716,3,67
0.559723,0.72278,0.886821,2.5,36.2
0.52341,0.65448,0.835216,1.7,20.4
0.538834,0.691374,0.874886,2,27.8
0.53612,0.688777,0.872909,1.3,14.1
0.548299,0.669842,0.781654,0.6,5.3
0.589651,0.731657,0.866584,0.9,8.3
0.50634,0.627495,0.757402,1.3,14.9
0.562173,0.70575,0.871493,2.4,44.3
0.562383,0.799955,1.004513,2,30.9
0.50779,0.723944,0.931125,1.5,32.5
0.485011,0.619169,0.838746,0.8,3.8
0.53089,0.656635,0.82678,0.7,9.9
0.48539,0.615814,0.757703,0.5,4
0.475314,0.603153,0.761532,1.4,13.1
0.452033,0.573796,0.691132,0.9,7.7
0.533796,0.649811,0.751321,1.7,16.8
0.516604,0.632644,0.778345,2.2,25.9
0.580218,0.673567,0.75153,0.4,6.3
0.585075,0.677625,0.754363,3.7,34.3
0.498534,0.72134,0.935059,2.4,19.4
0.486336,0.630464,0.801594,1.2,12.1
0.545493,0.774412,0.953292,0.7,5.9
0.546048,0.729491,0.907646,0.4,4.2
0.489418,0.66377,0.855075,0.6,4.7
0.545967,0.769027,0.983068,1.2,13.7
0.490622,0.721736,0.939632,0.8,8.3
0.57797,0.799276,0.976945,3.3,48
0.46173,0.603966,0.788221,1.4,12.1
0.437835,0.560839,0.675245,1.8,23.1
0.548891,0.663014,0.815974,2,15.9
0.501451,0.68738,0.876004,1.7,12.8
0.609848,0.779258,0.951475,2.9,24.6
0.482491,0.650206,0.858186,1.2,37.3
0.490367,0.674321,0.897665,1.4,18.7
0.444491,0.604759,0.757122,2,26.3
0.444599,0.65082,0.891647,1.7,15.6
0.443557,0.563998,0.723677,1.2,11
0.448388,0.563447,0.737111,1.9,16.4
0.494172,0.63872,0.80158,2.2,25
0.549785,0.762805,0.955239,2,20.5
0.486733,0.630068,0.810261,1.3,11.7
0.620652,0.837902,1.032783,1.7,17.3
0.585727,0.763052,0.933869,2.8,22.4
0.41383,0.534459,0.68673,1.5,24.4
0.536351,0.696672,0.867609,1.9,22.3
0.450095,0.564838,0.684772,2.1,19.9
0.626442,0.928129,1.085167,0.8,7.7
0.562009,0.721253,0.872494,2.7,45.3
0.645815,0.818045,0.985304,1.9,27.1
0.72328,0.845519,0.925879,2.5,38.1
0.499773,0.613568,0.79057,1.9,11.7
0.607718,0.724481,0.868236,1.3,11.4
0.523411,0.623098,0.711706,0.5,6.5
0.561727,0.65481,0.723497,0.4,5.7
0.622774,0.729848,0.79839,0.9,13.5
0.49815,0.596105,0.695288,0.6,7.8
0.49313,0.599455,0.708816,0.7,6.4
0.601976,0.70013,0.771278,1,10.3
0.591042,0.697284,0.788893,0.9,11
0.61208,0.744334,0.846761,1.2,40.4
0.424289,0.531109,0.630574,0.5,5.8
0.579646,0.726718,0.856498,0.5,3.7
0.64522,0.762986,0.903442,1.3,10.1
0.630855,0.772318,0.891187,1.2,15.7
0.630121,0.912627,1.128186,1.9,18.3
0.537112,0.666796,0.827528,0.5,3.4
0.618539,0.724623,0.805333,1.1,15
0.559913,0.690856,0.819933,0.5,4.2
0.564256,0.661449,0.721732,0.4,9.4
0.547643,0.684576,0.894211,1.3,13.6
0.54187,0.686583,0.849245,0.8,10.6
0.643753,0.806298,0.969729,2.1,18.4
1.056035,1.173573,1.217159,3.5,39.8
1.096728,1.208963,1.249819,6.1,75.4
0.740703,0.850163,0.976909,2.3,30.8
1.087967,1.21508,1.27369,5.2,66.9
1.086432,1.23088,1.288051,2.4,39.9
1.039956,1.183869,1.236386,4.7,71.2
1.0672,1.198819,1.246083,4.7,74.7
0.882992,1.051273,1.146953,4.6,69.1
1.002785,1.124125,1.183797,3,35.4
0.883849,1.033033,1.117709,3.3,64.8
1.08075,1.191422,1.238943,3.6,53.5
0.949023,1.091099,1.153814,2.6,38.6
0.445081,0.574716,0.65245,1.1,13.7
0.948361,1.073857,1.125357,3.5,50.2
0.923998,1.077404,1.156934,3.5,37.9
0.710754,0.872345,0.991568,3.9,39.3
0.621792,0.81409,1.043928,1.6,20.7
0.923875,1.074174,1.179356,3.5,51.7
0.93559,1.107678,1.207013,5.9,78.6
0.641468,0.822921,0.999504,2.6,40.4
0.746575,0.935593,1.075581,3.6,44.4
0.690461,0.836012,0.937592,2,23.4
0.670869,0.840759,0.987088,3.5,36.9
0.8022,0.941709,1.01804,3.4,97.9
0.619113,0.747533,0.879708,0.9,9.6
0.681514,0.861456,1.00765,0.8,8.1
0.455553,0.581435,0.706304,0.7,6.2
0.586541,0.74941,0.89979,2.2,28.3
0.515953,0.628728,0.762737,0.5,3.9
0.410267,0.555204,0.749703,0.5,3.5
0.546205,0.72409,0.884032,1.5,12.1
0.482522,0.606662,0.733302,0.7,7.7
0.456735,0.602733,0.785023,2.3,21.9
0.498849,0.650948,0.832639,1.5,15
0.624003,0.75553,0.869927,1.9,15.4
0.682458,0.820617,0.957124,1.8,16.5
0.81068,0.923183,1.036645,2.4,22.7
0.740521,0.842849,0.919605,2.4,23.3
0.653819,0.764191,0.899557,1.6,11.4
0.48842,0.580861,0.721229,1.7,17.2
0.746147,0.873398,0.969913,1.6,17.7
0.907908,1.014443,1.095055,4.8,50.5
0.654621,0.795783,0.950807,2.5,21.7
0.523884,0.668429,0.819747,1.8,15.9
0.841252,0.959881,1.06357,2.4,23.9
0.602311,0.716764,0.870683,1.9,15.6
0.644329,0.749823,0.912801,1.5,12.2
0.78574,0.931442,1.055747,1.8,19.6
0.563172,0.713681,0.880489,1.4,10.8
0.602627,0.698292,0.845533,2.4,18.3
0.829819,0.94803,1.044522,3.5,33.1
0.841563,0.958535,1.059326,2.4,20.8
0.708491,0.842336,0.998867,1.2,8.5
0.61944,0.758738,0.918488,1.2,9.7
0.528429,0.669024,0.819668,1.8,15.9
0.475136,0.597346,0.768839,1.9,18.6
0.619446,0.731091,0.888287,1.7,14.1
0.694929,0.812101,0.917138,1.4,14.1
0.461628,0.585811,0.72207,1.4,12.9
0.615512,0.725096,0.85015,2.5,21.5
0.643226,0.797734,0.952796,1.5,14.4
0.664776,0.802973,0.934844,3.9,48.3
0.814852,0.938778,1.050483,2.9,25.7
0.649674,0.769335,0.888438,2.4,21.3
0.748098,0.885812,1.012022,2,22.1
0.599239,0.682625,0.82946,3.1,21.7
0.572488,0.710034,0.883914,1.1,9.6
0.629684,0.764228,0.909136,1,8.6
0.604944,0.6995,0.839524,1.6,14.1
0.703427,0.843343,0.984686,2.2,20.5
0.705248,0.804646,0.908013,3.1,33.4
0.630006,0.770731,0.915881,1.5,15.4
0.641734,0.78828,0.941408,1.6,13
0.678606,0.807383,0.958167,3,27
0.931973,1.046859,1.14443,1.8,19.2
0.572576,0.690141,0.855142,1.6,12.2
0.716154,0.850239,0.978204,2.4,19.2
0.562606,0.697883,0.84588,3.8,35
0.879587,0.977592,1.054226,4.8,49.4
0.67069,0.817858,0.973877,1.5,13.1
0.880087,0.999643,1.101393,2,20.5
0.888213,0.995139,1.081746,3.8,43.2
0.464851,0.591846,0.72818,1.1,8.8
0.537351,0.666905,0.81069,2,16.2
0.69284,0.824721,0.98571,0.3,2.1
0.748887,0.887593,0.994966,4.9,44.2
0.928093,1.026164,1.096299,2.5,26.9
0.601289,0.75093,0.938574,0.8,6.8
0.560592,0.689423,0.861537,2,18.4
0.662628,0.792922,0.906591,1.6,14.5
0.880996,1.021052,1.117527,1.9,20.4
0.808999,0.943438,1.07572,1.9,17.5
0.652114,0.799816,0.949377,1.2,10.1
0.763076,0.870916,0.960816,2,17.6
0.639267,0.756205,0.887247,2.5,23.7
0.785239,0.914926,1.060458,3.2,39.7
0.705759,0.847573,0.954108,2.3,22.7
0.588124,0.714524,0.84465,1.2,9.6
0.624501,0.74626,0.870022,2.8,41.7
0.865708,0.998122,1.104092,2.1,21.9
0.567369,0.705849,0.883394,1.7,14.7
0.738643,0.84593,0.941376,2.5,23.5
0.714945,0.832887,0.968425,1.5,15.1
0.675559,0.846385,1.00535,1.8,15.1
0.783285,0.919794,1.044326,2.2,21.4
0.561715,0.675152,0.795837,1.7,14.5
0.936685,1.037651,1.124243,2.4,25.2
0.636599,0.744279,0.887992,1.1,12.1
0.812166,0.908118,0.985589,2.1,17.7
0.603147,0.7402,0.8892,1.4,12.5
0.738443,0.883533,0.985605,2.2,21.3
0.913372,1.041122,1.14922,1.7,16.1
0.495497,0.629675,0.775329,1.4,11.6
0.693031,0.82492,0.961695,2.7,22.7
0.522565,0.628186,0.760401,2.1,21.8
0.810707,0.943183,1.055077,2.2,19.2
0.750866,0.883934,0.982316,1.6,16.8
0.840408,0.973506,1.092088,1.6,16.6
0.84913,0.924419,1.017468,2.3,22.8
0.472254,0.587367,0.727512,3,27.4
0.573401,0.711405,0.843324,1.6,14.9
0.654927,0.804632,0.952957,1.5,10.3
0.628894,0.771715,0.92562,2.2,17.1
0.709144,0.849773,0.982581,1.5,14.2
0.902497,1.02941,1.124531,3.7,37.6
0.497117,0.631953,0.838721,0.6,7.9
0.698033,0.814396,0.946955,1.3,12.1
0.745825,0.880281,1.020301,1.5,13.6
0.671291,0.762597,0.873489,2.6,20.5
0.543287,0.678806,0.819385,1.3,12.1
0.431358,0.539735,0.678796,1.5,17.5
0.552655,0.664391,0.83446,2.2,17.1
1.008798,1.109339,1.18419,2.1,25.2
0.519145,0.592931,0.724577,1.3,11.8
0.707815,0.824573,0.947262,1.5,13
0.988076,1.100771,1.181088,3,32.2
0.958007,1.019629,1.081738,2.5,46.8
0.961692,1.065326,1.150141,2.7,27.8
0.67193,0.777228,0.943977,2,15.3
0.576741,0.726316,0.890989,1.3,10.9
0.701751,0.853699,1.013953,0.9,7.5
0.730613,0.881178,1.005747,2.8,28.5
0.848339,0.963187,1.047614,11.8,120
0.996942,1.084152,1.155815,2.5,25.9
0.771984,0.90539,1.038853,2.1,17.6
0.833592,0.955192,1.078136,2.2,19.5
0.771085,0.905026,1.016594,2.2,14.9
0.853464,0.981412,1.087075,3.3,35.2
0.505715,0.64708,0.81565,1.2,8.5
0.627846,0.764511,0.894598,0.6,4.3
0.559528,0.687612,0.826784,3.6,31.4
0.724928,0.861014,0.986464,1.6,14.6
0.843627,0.980674,1.084205,2.4,20.2
0.689919,0.823151,0.94875,2.2,18.8
0.404871,0.505943,0.613169,2.2,17.7
0.707153,0.797577,0.9009,3.6,31.1
0.671218,0.784985,0.917759,1.5,14
0.92952,1.048671,1.14913,1.8,17.7
0.732452,0.880529,1.015821,1.7,16.6
0.533928,0.668506,0.81132,1.6,11.6
0.661162,0.798953,0.923821,2.6,24.6
0.681773,0.824032,0.96093,1.9,15.5
0.853552,0.986678,1.102059,1.6,15.9
0.859583,0.997752,1.118973,2,18
0.729271,0.86639,0.997333,1.9,17.3
0.751436,0.880764,1.014109,1.8,16.2
0.719403,0.845958,0.979394,1.8,15.4
0.978226,1.078403,1.152814,4.9,52.8
0.524702,0.675829,0.883169,1.2,9
0.743043,0.871834,1.003455,2,16.4
0.614711,0.732264,0.901641,1.4,8.3
0.52981,0.651993,0.766343,2.8,27.2
0.514178,0.640151,0.801503,2.3,20.7
0.67243,0.776109,0.91831,2.5,22.4
0.741493,0.864712,0.97706,1.6,14.1
0.563121,0.708701,0.871529,1.2,9.7
0.631913,0.746171,0.897302,2,14.5
0.834914,0.951302,1.050113,1.9,19.5
0.89336,1.023983,1.140089,2.2,21.2
0.58587,0.667441,0.829667,1.7,11.9
0.586171,0.689082,0.837597,1.4,10.8
0.478084,0.598543,0.740644,1.3,11.4
0.921683,1.051223,1.126945,3.9,39.3
0.610174,0.696681,0.836283,2.1,16.4
0.72159,0.869834,1.024575,1.6,14.3
0.69092,0.81827,0.926874,2.3,21.5
0.911995,1.046037,1.159865,2,20.7
0.778888,0.903985,1.025997,2.3,21.4
0.809426,0.931885,1.05148,1.6,15
0.980581,1.109154,1.20274,2.4,24.3
0.903937,1.020693,1.107042,2.9,27.8
0.629156,0.735236,0.881794,1.6,14.3
0.740301,0.874935,1.003673,2.1,18.6
0.697302,0.825266,0.963395,2.9,25.2
0.827379,0.97356,1.083679,5.3,52.5
0.501306,0.630475,0.768451,1.8,19.1
0.470823,0.58902,0.712883,2.6,23.1
0.585436,0.720974,0.87006,3,28.6
0.631691,0.750437,0.852975,1.8,15.1
0.694887,0.848783,0.988998,1.5,14.5
0.761505,0.875769,0.969143,1.8,16.3
0.695401,0.822299,0.960396,1.7,13.7
0.626917,0.736824,0.881246,1.3,11.1
0.844467,0.978924,1.07536,3.4,34.6
0.481326,0.608715,0.764291,1.3,10.3
0.7257,0.863362,1.002597,1.7,12.8
0.759932,0.861728,0.981275,2,17.1
0.534726,0.682305,0.845246,1.6,13.1
0.55174,0.674974,0.794584,1.8,15.9
0.717516,0.791558,0.898716,2.7,22.3
0.611939,0.754193,0.891518,2.5,21.7
0.663551,0.817589,0.947526,4.7,44.7
0.748726,0.844624,0.960644,2.1,18.4
0.878471,0.973019,1.049847,5,50.1
0.829445,0.956177,1.059519,1.7,18.3
0.615087,0.727544,0.887822,1.8,16.7
0.861637,0.986836,1.092264,2,20.2
0.898806,0.999387,1.071377,3.6,37.3
0.848173,0.981812,1.098447,2.1,20.5
0.729209,0.820277,0.934749,2.1,17.6
0.550724,0.676066,0.844877,1.1,7.5
0.950082,1.0752,1.172862,2.6,28.7
0.76139,0.876096,1.01077,2.5,23.1
0.663899,0.86454,1.044011,1.2,9.5
0.71291,0.825014,0.934424,3,23.3
0.826879,0.923257,1.045129,2.6,25.7
0.57374,0.707906,0.852954,1.5,12.3
0.726156,0.854756,0.98313,2.2,23.7
0.86374,0.999009,1.107415,2.1,19.4
0.630201,0.756834,0.929389,1.1,8.6
0.85817,0.99579,1.107234,2.3,24.2
0.818341,0.938622,1.030601,2.6,26.4
0.936644,1.05909,1.158647,1.8,17
0.591924,0.691291,0.83887,2.5,19.6
0.686233,0.791518,0.917592,2.1,20.7
0.635085,0.736783,0.901411,2,17.1
0.433769,0.540075,0.680667,1.5,11.4
0.817587,0.906994,1.001301,3.4,32.2
0.735611,0.835893,0.962281,2.4,20.1
0.628942,0.714615,0.843421,2.3,21.7
0.664886,0.800511,0.933601,2.3,20.5
0.524688,0.641427,0.795763,1.9,17.7
0.702903,0.824748,0.949305,1.4,12.5
0.622693,0.731467,0.87215,2.3,28.7
0.648165,0.779965,0.910151,2.4,21.7
0.797677,0.918141,1.02322,2.6,27
0.572936,0.678443,0.855797,1.1,11.7
0.53875,0.670836,0.836094,1.9,16.4
0.878553,0.96954,1.031889,3.2,36
0.569923,0.643011,0.815997,1,7.5
0.662561,0.787963,0.907645,0.5,3.7
0.711239,0.848589,0.988055,2.3,21.3
0.539089,0.661159,0.782829,2.5,30.9
0.722397,0.863986,1.012408,1.8,15
0.682232,0.839611,0.996187,2.7,21.5
0.842944,0.969258,1.063101,1.9,19.3
0.685342,0.7633,0.829639,1.4,11.6
0.703418,0.820027,0.952019,2.4,21.6
0.589362,0.746219,0.9087,0.7,5.5
0.873001,1.007746,1.121972,2,19.1
0.563102,0.666446,0.805812,2.7,19.3
0.703245,0.854449,0.983733,0.7,5.9
0.708776,0.835396,0.959926,4.1,36.9
0.635375,0.727856,0.860647,2.8,21
