,ANN
RGB_phc_oc,0.658
RGB_phh_oc,0.666
RGB_ec_oc,0.657
RGB_caco3_oc,0.661
RGB_p_oc,0.655
RGB_n_oc,0.656
RGB_k_oc,0.659
RGB_stones_oc,0.66
