,ANN
RGB_phc_oc,0.656
RGB_phh_oc,0.651
RGB_ec_oc,0.661
RGB_caco3_oc,0.656
RGB_p_oc,0.651
RGB_n_oc,0.664
RGB_k_oc,0.656
RGB_stones_oc,0.656
