,ANN
RGB_phc_oc,0.646
RGB_phh_oc,0.649
RGB_ec_oc,0.66
RGB_caco3_oc,0.658
RGB_p_oc,0.658
RGB_n_oc,0.659
RGB_k_oc,0.652
RGB_stones_oc,0.657
