,RGB_oc
I-0-0,0.6750042373651259
I-0-1,0.7172409589211893
I-0-2,0.6826777180994636
I-0-3,0.6997270716420713
I-0-4,0.6901341072603971
I-0-5,0.7149573544076271
I-0-6,0.6847935554353156
I-0-7,0.6647804740711823
I-0-8,0.691341977542459
I-0-9,0.6835428630095652
