,RGB_n_oc
I-0-0,0.7117548779484686
I-0-1,0.6720084497482121
I-0-2,0.7196604463113994
I-0-3,0.6196849112047114
I-0-4,0.6493967766929682
I-0-5,0.7131204975012178
I-0-6,0.660881955763075
I-0-7,0.7061401589733343
I-0-8,0.6384913133476524
I-0-9,0.7097532803031497
