,RGB_n_oc
I-0-0,0.6715135174865731
I-0-1,0.654247492515238
I-0-2,0.6893911171884255
I-0-3,0.70077014376506
I-0-4,0.7063770242067348
I-0-5,0.7112345835863594
I-0-6,0.7193487697995656
I-0-7,0.679894386274948
I-0-8,0.6761374648853783
I-0-9,0.7163634367821659
