,RGB_n_oc
I-0-0,0.7063184671541867
I-0-1,0.6715038362565311
I-0-2,0.7089928876315675
I-0-3,0.7063775077215186
I-0-4,0.708825518944987
I-0-5,0.6991893574961479
I-0-6,0.6889366751663599
I-0-7,0.7152378438861999
I-0-8,0.655808025811295
I-0-9,0.7026485282811171
