,RGB_n_oc
I-0-0,0.6841665614356032
I-0-1,0.6887240601312599
I-0-2,0.7198461792566168
I-0-3,0.7022384930204334
I-0-4,0.7194169051894054
I-0-5,0.6978587117770573
I-0-6,0.7068677242763872
I-0-7,0.6615654537679987
I-0-8,0.7087687142491972
I-0-9,0.7097982505162745
