,RGB_n_oc
I-0-0,0.6789819597072715
I-0-1,0.7182701964886808
I-0-2,0.6932922311944056
I-0-3,0.6905451671344475
I-0-4,0.646091006458406
I-0-5,0.7063127108687448
I-0-6,0.6846697319690551
I-0-7,0.7186794097805536
I-0-8,0.6976985198443766
I-0-9,0.7226392141192061
