,RGB_n_oc
I-0-0,0.7186786323906764
I-0-1,0.6183083877307991
I-0-2,0.7137998119975075
I-0-3,0.7156798951368601
I-0-4,0.7175222183034671
I-0-5,0.6436895672225563
I-0-6,0.6558487293613677
I-0-7,0.7150201147974926
I-0-8,0.6734232824201184
I-0-9,0.6847376910914973
