,rgbnp
I-0-0,0.8802980152004796
I-0-1,0.9117427284386549
I-0-2,0.8975401846570684
I-0-3,0.894284912418633
I-0-4,0.8545601822098027
I-0-5,0.8848122653592688
I-0-6,0.8953896753915382
I-0-7,0.872255210419443
I-0-8,0.8497232473208115
I-0-9,0.8738557247344573
