,rgbnp
I-0-0,0.8726703739716227
I-0-1,0.8935553560618412
I-0-2,0.8936153191203974
I-0-3,0.8895224317358926
I-0-4,0.8715060204990335
I-0-5,0.8770779597196798
I-0-6,0.8500818640918526
I-0-7,0.883530445980989
I-0-8,0.7955697045503157
I-0-9,0.8774708523332284
