,rgbnp
I-0-0,0.8746623532170107
I-0-1,0.882462502767958
I-0-2,0.8919459037641592
I-0-3,0.838150469907683
I-0-4,0.8726301977264619
I-0-5,0.8791289986190824
I-0-6,0.8799269362698132
I-0-7,0.8883478747506924
I-0-8,0.7671753540350003
I-0-9,0.8584524318844454
