,rgbnp
I-0-0,0.8939309827016012
I-0-1,0.9072461219768846
I-0-2,0.899520831813381
I-0-3,0.9051932403880715
I-0-4,0.8833468158202771
I-0-5,0.8914952423631123
I-0-6,0.8630701904101459
I-0-7,0.8918110564073479
I-0-8,0.9011083351361154
I-0-9,0.8903633321074919
