,rgbnp
I-0-0,0.9062574970116615
I-0-1,0.9299227853449276
I-0-2,0.912809230296736
I-0-3,0.917222760124496
I-0-4,0.9071743136338994
I-0-5,0.9022163212521106
I-0-6,0.9088421876537713
I-0-7,0.9155734073751625
I-0-8,0.9262022478907975
I-0-9,0.911266497195641
