,rgbnp
I-0-0,0.8473928235662465
I-0-1,0.8766958389584596
I-0-2,0.8672106394655534
I-0-3,0.8708213570366728
I-0-4,0.8627867410695751
I-0-5,0.8577011119885745
I-0-6,0.63879632939555
I-0-7,0.8088957433235996
I-0-8,0.8635333283671858
I-0-9,0.8653729282794543
