,rgbnp
I-0-0,0.8841720265636878
I-0-1,0.909193658014283
I-0-2,0.9100098845031301
I-0-3,0.9048301925816331
I-0-4,0.8860365004179527
I-0-5,0.8872878200942518
I-0-6,0.8962788997056621
I-0-7,0.9037355977493379
I-0-8,0.9050273682212042
I-0-9,0.9033027881777171
