,rgbnp
I-0-0,0.7676429325689735
I-0-1,0.904552914302051
I-0-2,0.8939055453337168
I-0-3,0.8888214202240835
I-0-4,0.78019574755877
I-0-5,0.8839871963858725
I-0-6,0.8830800779964
I-0-7,0.8684624464355404
I-0-8,0.8831373170801132
I-0-9,0.8879000644609365
