,rgbnp
I-0-0,0.8812530073991641
I-0-1,0.922673274872433
I-0-2,0.9163834342797432
I-0-3,0.9094476680856063
I-0-4,0.8930571706685558
I-0-5,0.8969932238109001
I-0-6,0.8990570565886976
I-0-7,0.899331014547387
I-0-8,0.9012883852844302
I-0-9,0.8951410652161061
