,ANN
RGB_oc,0.641
RGB_phc_oc,0.637
RGB_phh_oc,0.635
RGB_ec_oc,0.642
RGB_caco3_oc,0.63
RGB_p_oc,0.639
RGB_n_oc,0.639
RGB_k_oc,0.639
RGB_stones_oc,0.639
