,ANN
RGB_phc_oc,0.662
RGB_phh_oc,0.652
RGB_ec_oc,0.662
RGB_caco3_oc,0.653
RGB_p_oc,0.657
RGB_n_oc,0.663
RGB_k_oc,0.663
RGB_stones_oc,0.655
