,RGB_oc
I-0-0,0.5981942617342435
I-0-1,0.6019547606669549
I-0-2,0.5979693034281459
I-0-3,0.6005830825069762
I-0-4,0.5971059916624284
I-0-5,0.6014484406309222
I-0-6,0.6031623329470841
I-0-7,0.602950102853677
I-0-8,0.6016363585176303
I-0-9,0.6031149320769222
